user_id,recipe_name,user_gender,user_age,user_hobbies,user_health,top1_meals,top2_meals,top3_meals,top4_meals,top5_meals
0,sinh tố cà chua,0,người già,,bệnh tiểu đường,168,187,214,241,270
0,lươn um nước dừa,0,người già,,bệnh tiểu đường,166,0,0,0,0
0,cà tím tẩm bột chiên giòn,0,người già,,bệnh tiểu đường,982,0,0,0,0
0,ngọn bí xào tỏi,0,người già,,bệnh tiểu đường,733,0,0,0,0
0,cá lóc cuộn nấm nướng sốt chanh,0,người già,,bệnh tiểu đường,855,0,0,0,0
0,rau muống luộc,0,người già,,bệnh tiểu đường,8,17,22,23,31
0,canh chua tôm ngó sen,0,người già,,bệnh tiểu đường,203,401,584,692,0
0,chè khoai cao,0,người già,,bệnh tiểu đường,262,821,0,0,0
0,thịt heo luộc mắm thái,0,người già,,bệnh tiểu đường,444,727,0,0,0
0,lẩu vịt,0,người già,,bệnh tiểu đường,602,695,0,0,0
0,chè đậu xanh,0,người già,,bệnh tiểu đường,228,449,629,784,819
0,bắp bò ngâm nước mắm,0,người già,,bệnh tiểu đường,210,310,0,0,0
0,salad thịt bò cà tím,0,người già,,bệnh tiểu đường,677,0,0,0,0
0,bánh mỳ cuộn tôm chiên,0,người già,,bệnh tiểu đường,959,0,0,0,0
0,cá nục hấp hành,0,người già,,bệnh tiểu đường,358,379,508,768,854
0,chè mủ trôm,0,người già,,bệnh tiểu đường,238,790,817,0,0
0,canh bí đỏ thịt bằm,0,người già,,bệnh tiểu đường,438,553,829,0,0
0,dưa chuột cắt lát,0,người già,,bệnh tiểu đường,969,981,0,0,0
0,củ năng nấu sườn,0,người già,,bệnh tiểu đường,270,599,658,0,0
0,canh sườn non đu đủ,0,người già,,bệnh tiểu đường,487,506,0,0,0
0,sữa chua,0,người già,,bệnh tiểu đường,173,276,317,525,609
0,canh củ cải nấu giò heo,0,người già,,bệnh tiểu đường,302,0,0,0,0
0,cà tím nướng mỡ hành,0,người già,,bệnh tiểu đường,278,327,618,647,732
